search,title,card_name,condition,price,shipping,total_price,mkt_price,cond_price,value_score,cond_value,bid_count,time_listed,time_left,buy_it_now,best_offer,url
N4-H,HOLO Rare Dark Porygon2 8/105 - Neo Destiny,Dark Porygon2,,30.00,,30.00,45,18.00000000000000099920072216,33.33333333333333333333333333,-66.66666666666665741480812815,,2021-10-19 11:39:00,,,,https://www.ebay.com/itm/384455206832?hash=item598350e7b0&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAADgBVqmXLokM5JmhMLwXLDI8ucwgOKXO5MOSTLd3xKHJ5gdmADHn2Mg28ixN%252BJ53F480gz%252FVh2CibTru8EJOXGZntsllBU%252BYh%252B%252BDDqijIzaB7Ce5IEgYs%252FslTaUkUOzpEbYcLplXZVTdBucx1g17Ca0cQDkEwz7p3tp8TCyY1rnIcDUe4N4ZIhDrLSnasy0X15oS6y4UG%252BMwDzWfZHdRkfOGIBYaCPzJj9HcrqtPOvKrT5Adt8B4JR%252BK2g627b1U5dZycIBpImWfQXFBuJhN8yKLU0fzvmzlT69g10DLwV2iQ%252BWjqyy7I5eHPsFFXb6uHdFrPnYPG4QsjtaAjT66eyIE6NS3RsUxcP3Pf%252FrEr6zdvep7wprPHWHM24LUBm7HCCuNyamjD%252FDxgJ9FqHbJYSq3Iz1L3vgep67OMvZ5imwlm9yHt3vr%252BeU7EIZFLAMGUm9fDNUK3yx6qF1r7mqqoauDM4TAdgpdqfVStICTrr3c4fE%252BIH08nV3yxno36ceOa3jGHE74Weze9bmffC7ASNCKhCu52APri0yCsYS9LP8mRTSaG40HdeN8F9MK4hMhyv9HCi%252BSwXPQbca%252B%252BKEkrmKv%252B892YK%252BNibCkxZcl591L5vqv%252B%252BMnVU2jJ4FWZYaE%252BZqoILsIy3HRW2%252Fw6VsyfYPH71ffeuoDykQvY5RXMfGDpEuAys8kmC9IW2jCzW%252BNpm4xV3tm3iWK8ToQofbb6kNbG%252B0w%252FE3BYcyXw9cgxV4TYWfBnjShWyZ%252FMxJLmg0k%252F25FnYbbKcEbE5VsRwQ8%252Fykwhf2RozFmrutDsOb6MUOlHGYUAoexaFhldBE2ik2EopZvkYypbmxT%252BmyjXcSmiEXv8R%252BbxuCwHw3p%252F%252BQAPp5VGhcUuZ9FPvulS%252B9dvhzjPfMXzyrwD9xorQbk%252FROeSi8Wv8b0eFwo4%252Bo%252FwcMsROjaNEf%252FeOTfwhaVOhXVm5qcsYQ8ET%252Fm9sHQuaU0RA5AmVWl%252BnvO6jF%252F1D26vt09oWVnHknnVQHozix8jXKbyn%252F7Pdz0kHazU%252Fbz7p%252FkB5kH7W%252Bf8haEF8m%252B3g9%252BmdUUOHKgjwJEOJ3pBTOlCOfxEDP6KEqIWtm%252B7MqY5%252FcTIWsrVHbu%252F5NApqoKSP3DGOCPj1JSJ6OaO8IK1LOhvlzTqoB%252F1dPtVyAFm9ux9Ch5u4bdARX9UxtC%252F7thrquCo4Ay62nAP8%7Campid%3APL_CLK
N4-H,HOLO Rare Dark Porygon2 8/105 - Neo Destiny,Dark Porygon2,,30.00,,30.00,45,18.00000000000000099920072216,33.33333333333333333333333333,-66.66666666666665741480812815,,2021-10-19 11:39:00,,,,https://www.ebay.com/itm/384455206832?hash=item598350e7b0:g:FCIAAOSwmJZhbvSH
TR-R,Dark Charizard Non-holo 21/82 Team Rocket damaged pokemon tcg card -HD Photos,Dark Charizard,DMG,16.54,2.35,18.89,37.8,15.12000000000000083932860662,50.02645502645502645502645503,-24.93386243386242692721133093,,2021-10-19 10:44:00,,,,https://www.ebay.com/itm/363587027047?hash=item54a779c067:g:l20AAOSwM5Fhbue2
B2-H,Venusaur - 18/130 - Holo Rare - Unlimited Edition x1 Base Set 2 MP,Venusaur,MP,29.99,0.99,30.98,85.47,51.28199999999999810218476171,63.75336375336375336375336375,39.58893958893958670393059925,,2021-10-19 10:27:00,,,,https://www.ebay.com/itm/265367987392?hash=item3dc92a24c0:g:bwwAAOSwTWJhO86g
B2-H,Pokemon TCG English Card Base Set 2 WOTC Venusaur 18/130 Holo Rare,Venusaur,,43.00,,43.00,85.47,34.18800000000000189781523829,49.68994968994968994968994969,-25.77512577512576814385309776,,2021-10-19 09:59:00,,,,https://www.ebay.com/itm/133908503693?hash=item1f2d919c8d:g:N3IAAOSwLi9hbt07
GC-H,Koga's Ditto 10/132 Holo Rare Gym Challenge Pokemon Card MP,Koga's Ditto,MP,15.00,,15.00,28.34,17.00399999999999937072558964,47.07127734650670430486944248,11.78546224417783724352204002,,2021-10-19 09:00:00,,,,https://www.ebay.com/itm/313715584809?hash=item490ae7ef29:g:IJcAAOSw0BVhbP79
N3-R,Raichu 21/64 Neo Revelation Rare Non Holo Pokémon LP  -I12,Raichu,LP,5.89,,5.89,6.16,4.311999999999999726441046732,4.383116883116883116883116880,-36.59554730983303278453964359,,2021-10-19 06:33:00,,,,https://www.ebay.com/itm/154659380325?hash=item24026adc65:g:dosAAOSw9HhhbqzH
TR-H,* Dark Gyarados Holo 8/82 Team Rocket * Prerelease * Pokemon Card Promo 2000,Dark Gyarados,,20.99,,20.99,23.66,9.464000000000000525357535253,11.28486897717666948436179205,-121.7878275570583139773978831,,2021-10-19 05:48:00,,,,https://www.ebay.com/itm/373761569546?hash=item5705ecf30a:g:15cAAOSwFCJhbqI2
B2-H,Pokémon TCG Zapdos Base Set 2 20/130 Holo Unlimited Holo Rare,Zapdos,,12.50,1.99,14.49,19.87,7.948000000000000441202629986,27.07599396074484146955208858,-82.31001509813788620588095948,,2021-10-19 02:03:00,,,,https://www.ebay.com/itm/115053469420?epid=4043367889&hash=item1ac9b89eec:g:tzYAAOSwdwlhbm1W
N1-H,Meganium 10/111 Neo Genesis HOLO Pokemon Card  Near Mint,Meganium,NM,19.00,4.40,23.40,39.67,31.73600000000000176170189548,41.01336022183009831106629695,26.26670027728762698185322289,,2021-10-19 01:54:00,,,,https://www.ebay.com/itm/353731699465?hash=item525c0d6309:g:2e8AAOSwfKphbmf8
JN-R,Kangaskhan 21/64 1st Edition NM Near Mint Jungle Set 1999 Rare Non-Holo Pokemon,Kangaskhan,NM,3.49,,3.49,3.92,3.136000000000000174082970261,10.96938775510204081632653061,-11.28826530612244280185211107,,2021-10-19 00:35:00,,,,https://www.ebay.com/itm/115053381235?hash=item1ac9b74673:g:6moAAOSwSANhblie
B2-H,Pokémon TCG Base Set 2 BLASTOISE Holo Rare Card 2/130 WOTC MP,Blastoise,MP,50.00,4.50,54.50,99.96,59.97599999999999778044212917,45.47819127651060424169667867,9.130318794184337039974053952,,2021-10-19 00:26:00,,,,https://www.ebay.com/itm/255185948913?hash=item3b6a4490f1:g:dtwAAOSwDQdhblL5
GC-R,Pokémon TCG Sabrina's Gengar Gym Challenge 29 Regular Unlimited Rare,Sabrina's Gengar,,14.99,3.99,18.98,25.45,10.18000000000000056510351953,25.42239685658153241650294695,-86.44400785854615860902111629,,2021-10-19 00:23:00,,,,https://www.ebay.com/itm/115053369824?epid=20043376178&hash=item1ac9b719e0:g:goIAAOSwFpdhblXy
B2-H,VENUSAUR - Base Set 2 - Holo Rare Pokemon Card NM/MINT‼️,Venusaur,NM,70.00,4.50,74.50,85.47,68.37600000000000379563047659,12.83491283491283491283491283,-8.956358956358950310663439320,,2021-10-18 23:13:00,,,,https://www.ebay.com/itm/185115818924?hash=item2b19c33bac:g:glkAAOSw3f5hbkT0
B2-H,Pokemon 2000 Base Set 2 ZAPDOS Holo # 20/130 - LP Condition,Zapdos,LP,11.00,2.00,13.00,19.87,13.90899999999999911759474003,34.57473578258681429290387519,6.535336832266871631770048132,,2021-10-18 23:10:00,,,,https://www.ebay.com/itm/133908102063?hash=item1f2d8b7baf:g:aYgAAOSwFpdhbkTk
JN-R,Pinsir 25/64 Jungle Non-Holo Pokemon Card Pokemon TCG LP,Pinsir,LP,2.99,,2.99,3.79,2.652999999999999831690189467,21.10817941952506596306068602,-12.70260082924991291705744144,,2021-10-18 22:49:00,,,,https://www.ebay.com/itm/115053283303?hash=item1ac9b5c7e7:g:dyEAAOSwJrhhbkA2
N3-H,Raikou 13/64 Pokemon TCG Neo Revelation Unlimited Holo Rare,Raikou,,29.99,4.20,34.19,84.14,33.65600000000000186828330584,59.36534347516044687425719040,-1.586641312098877175165615054,,2021-10-18 22:45:00,,,,https://www.ebay.com/itm/115053281579?hash=item1ac9b5c12b:g:psAAAOSwk7lhbj78
FS-R,"1x - Gengar - 20/62 - Rare - Unlimited Edition HP, English Pokemon Fossil",Gengar,HP,4.10,1.20,5.30,5.72,2.860,7.342657342657342657342657340,-85.31468531468531468531468531,,2021-10-18 22:34:00,,,,https://www.ebay.com/itm/255185826866?hash=item3b6a42b432:g:ncgAAOSwhbRhbjyy
N3-R,"1x - Ho-oh - 18/64 - Rare - Unlimited Edition HP, English Pokemon Neo Revelation",Ho-oh,HP,5.92,1.20,7.12,12.52,6.260,43.13099041533546325878594249,-13.73801916932907348242811502,,2021-10-18 22:34:00,,,,https://www.ebay.com/itm/255185826918?hash=item3b6a42b466:g:wFIAAOSwkUFhbjy0
N3-H,Porygon2 Holo Rare - 12/64 Unlimited Neo Revelation PL,Porygon2,,12.49,,12.49,26.07,10.42800000000000057887028504,52.09052550824702723436900652,-19.77368622938242526530227389,,2021-10-18 21:15:00,,,,https://www.ebay.com/itm/144253226479?hash=item2196298def:g:YIMAAOSwlpRhbior
TR-H,Dark Gyarados 8/82 Holo Prerelease Team Rocket Pokémon TCG WOTC Heavily Played,Dark Gyarados,HP,4.99,,4.99,23.66,11.830,78.90955198647506339814032122,57.81910397295012679628064243,,2021-10-18 20:49:00,,,,https://www.ebay.com/itm/224652879109?hash=item344e5ae505:g:kakAAOSwt9BhbiQd
TR-R,Dark Alakazam Rare Team Rocket Set 18/82 LP,Dark Alakazam,LP,6.75,,6.75,7.13,4.990999999999999683364393377,5.329593267882187938288920060,-35.24343818873974009675177172,,2021-10-18 20:40:00,,,,https://www.ebay.com/itm/124960919482?hash=item1d18404fba:g:0qoAAOSwE0VhbiHH
GC-H,Giovanni's Gyarados 5/132 Gym Challenge Holo Rare Vintage Pokemon Card,Giovanni's Gyarados,,40.00,,40.00,56.36,22.54400000000000125144339336,29.02767920511000709723207949,-77.43080198722497240753171906,,2021-10-18 20:11:00,,,,https://www.ebay.com/itm/284494525578?hash=item423d31f48a:g:Nu4AAOSwDphhbhrx
GC-T,HOLO Gym Challenge Giovanni 18/132 Rare Pokemon Card LP,Giovanni,LP,20.00,5.20,25.20,29.06,20.34199999999999870947675618,13.28286304198210598761183758,-23.88162422573985644833917734,,2021-10-18 19:11:00,,,,https://www.ebay.com/itm/154658701016?hash=item2402607ed8:g:0VwAAOSwcChhbgzO
JN-R,Pokémon Jungle Jolteon 20/64 Non-Holo Rare in Lightly Played Condition!,Jolteon,LP,6.99,,6.99,7.1,4.969999999999999684696661006,1.549295774647887323943661970,-40.64386317907445560271220712,,2021-10-18 18:44:00,,,,https://www.ebay.com/itm/194449198636?hash=item2d46134e2c:g:GDIAAOSwIsthbgy2
N1-H,Meganium 10/111 2000 Neo Genesis Holo Rare Wizards Of The Coast Pokemon Card LP+,Meganium,LP,19.95,4.45,24.40,39.67,27.76899999999999823829810452,38.49256365011343584572724981,12.13223378587633134802080410,,2021-10-18 18:16:00,,,,https://www.ebay.com/itm/174983939675?hash=item28bddb065b:g:ALQAAOSwGb5hbf~g
N2-H,Scizor 10/75 Holo Rare Neo Discovery Pokemon Card With Swirl. Moderately Played,Scizor,,14.99,4.40,19.39,39.88,15.95200000000000088551388444,51.37913741223671013039117352,-21.55215646940821792652192595,,2021-10-18 17:26:00,,,,https://www.ebay.com/itm/294474542339?hash=item44900ced03:g:M5QAAOSwueBhbfPv
N1-H,Meganium 10/111 Neo Genesis Unlimited HOLO Pokemon Card - LP Wizards 2000 WotC,Meganium,LP,27.99,,27.99,39.67,27.76899999999999823829810452,29.44290395765061759516007058,-0.7958514890705526872499054635,,2021-10-18 16:10:00,,,,https://www.ebay.com/itm/144252937694?hash=item21962525de:g:PHsAAOSwxalhbeIj
B2-H,CGC 5.0 Venusaur 18/130 base set 2,Venusaur,Graded,50.00,8.00,58.00,85.47,85.47,32.13993213993213993213993214,32.13993213993213993213993214,,2021-10-18 15:16:00,,,,https://www.ebay.com/itm/334186571517?hash=item4dcf1266fd:g:YpkAAOSwWH5hbdXf
GC-R,Sabrina's Gengar - 29/132 Gym Challenge Unlimited Rare Pokemon - LP,Sabrina's Gengar,LP,19.99,,19.99,25.45,17.81499999999999886979296093,21.45383104125736738703339882,-12.20881279820376799434128938,,2021-10-18 15:14:00,,,,https://www.ebay.com/itm/363585965168?hash=item54a7698c70:g:4aAAAOSwZvBhbdWo
GC-H,Giovanni's Gyarados - 5/132 Gym Challenge Unlimited Holo Rare SWIRL Pokemon - LP,Giovanni's Gyarados,LP,39.99,,39.99,56.36,39.45199999999999749711321329,29.04542228530872959545777147,-1.363682449558964151419990248,,2021-10-18 15:12:00,,,,https://www.ebay.com/itm/363585963945?hash=item54a76987a9:g:540AAOSwRGxhbdUv
GH-R,Brock's Onix - 21/132 Gym Heroes Unlimited Rare Pokemon - LP,Brock's Onix,LP,5.99,,5.99,7.01,4.906999999999999688693463895,14.55064194008559201141226819,-22.07051151416344772801061749,,2021-10-18 15:06:00,,,,https://www.ebay.com/itm/363585957488?hash=item54a7696e70:g:zuQAAOSwDphhbdO3
GH-T,Pokémon Trainer Erika 16/132 Holo Swirl Rare Gym Heroes,Erika,,25.00,,25.00,30.24,12.09600000000000067146288529,17.32804232804232804232804233,-106.6798941798941684211410320,,2021-10-18 14:51:00,,,,https://www.ebay.com/itm/174983705116?epid=14043372341&hash=item28bdd7721c:g:zR0AAOSw3Hdhbc~z
GH-T,Pokemon gym heroes Trainer Misty 18/132 Holo Swirl,Misty,,22.00,,22.00,27.7,11.08000000000000061506355564,20.57761732851985559566787004,-98.55595667870034998876058589,,2021-10-18 14:41:00,,,,https://www.ebay.com/itm/174983697621?hash=item28bdd754d5:g:nrsAAOSwJSthbc0Q
TR-H,Dark Blastoise 1999-2000 Pokemon Card 3/82 Team Rocket Holo Rare Vintage - NM,Dark Blastoise,NM,49.99,4.99,54.98,100,80.00000000000000444089209850,45.0200,31.27500000000000381500386837,,2021-10-18 14:35:00,,,,https://www.ebay.com/itm/353731006337?hash=item525c02cf81:g:VYcAAOSw73phbcsZ
GC-H,Pokemon Erika's Venusaur 4/132 Holo Rare Gym Challenge,Erika's Venusaur,,55.00,11.47,66.47,100.4,40.16000000000000222932783345,33.79482071713147410358565737,-65.51294820717130555322155790,,2021-10-18 11:52:00,,,,https://www.ebay.com/itm/393636203813?hash=item5ba68bcd25:g:Z7AAAOSwFr5hbaXr
B2-H,Venusaur Base Set 2 WOTC 18/130 NM!,Venusaur,NM,55.00,9.35,64.35,85.47,68.37600000000000379563047659,24.71042471042471042471042471,5.888030888030893255151780936,,2021-10-18 06:54:00,,,,https://www.ebay.com/itm/313715926631?hash=item490aed2667:g:-3UAAOSwITRhbV6Q
TR-H,Dark Gyarados 8/82 Pokémon TCG Prerelease Stamped Holo Rare Team Rocket card NM,Dark Gyarados,NM,17.99,,17.99,23.66,18.92800000000000105071507051,23.96449704142011834319526627,4.955621301775153205016962462,,2021-10-18 04:11:00,,,,https://www.ebay.com/itm/284493468236?hash=item423d21d24c:g:onEAAOSw~JZhbTkx
GH-T,Lt. Surge - 17/132 Gym Heroes Unlimited Holo Rare Pokemon TCG - LP/MP,Lt. Surge,MP,14.99,,14.99,21.05,12.62999999999999953259610663,28.78859857482185273159144893,-18.68566904196358317293300059,,2021-10-18 03:06:00,,,,https://www.ebay.com/itm/265366168459?hash=item3dc90e638b:g:G5kAAOSwVephbSq0
GH-H,Lt. Surge’s Fearow 7/132 Holo Rare Swirl Pokemon Gym Heroes Vintage Light Play,Lt. Surge's Fearow,LP,16.99,,16.99,31.22,21.85399999999999861355348685,45.57975656630365150544522742,22.25679509471949721850483380,,2021-10-18 02:23:00,,,,https://www.ebay.com/itm/363585342966?hash=item54a7600df6:g:UqoAAOSwYa9hbSDU
GH-H,Erika’s Dragonair 4/132 Holo Swirl Rare Pokémon Gym Heroes,Erika's Dragonair,,33.00,,33.00,44.3,17.72000000000000098365759982,25.50790067720090293453724605,-86.23024830699773232580140725,,2021-10-18 02:00:00,,,,https://www.ebay.com/itm/174982848708?hash=item28bdca60c4:g:lVkAAOSwt-ZhbRrw
TR-H,Vintage Pokemon Card Team Rocket Set Dark Blastoise Holo 3/82 CGC 6.5 !! PSA BGS,Dark Blastoise,Graded,89.99,4.50,94.49,100,100,5.5100,5.51,,2021-10-18 01:14:00,,,,https://www.ebay.com/itm/284493346347?hash=item423d1ff62b:g:6GUAAOSwj6JhO5rU
N3-H,Ampharos 1/64 MP Played Neo Revelation 2001 WOTC Holo Rare Pokemon Card SWIRL,Ampharos,MP,24.27,,24.27,35.3,21.17999999999999921618254461,31.24645892351274787535410765,-14.58923512747875778173006103,,2021-10-18 01:06:00,,,,https://www.ebay.com/itm/384452777064?hash=item59832bd468:g:cW8AAOSwyTRhbQ7N
N3-H,HOUNDOOM 8/64 Neo Revelation HOLO Pokemon Card -MINT- lovely Condition,Houndoom,M,75.00,,75.00,76.45,68.80500000000000169753100465,1.896664486592544146500981030,-9.003706126008281592367258620,,2021-10-18 00:27:00,,,,https://www.ebay.com/itm/353730053709?hash=item525bf4464d:g:zWMAAOSwVtxhbQUD
N3-H,HOUNDOOM 8/64 Neo Revelation HOLO Pokemon Card -MINT- lovely Condition,Houndoom,M,75.00,,75.00,76.45,68.80500000000000169753100465,1.896664486592544146500981030,-9.003706126008281592367258620,,2021-10-18 00:27:00,,,,https://www.ebay.com/itm/353730053709?hash=item525bf4464d&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAAD4F3xN4UfSqZ4qWZgS%252FnEcTGblMbdhPYA9tu9T29UTtKMiQhcT7hzXg2gEvEVet4aKRQCQMjYAA7wnesmeJRTX8%252F5QppdWXCKZwOjt1ULaCVTnP8DXRq%252FQycKt5a5jYwlZ70hE2%252Buml%252FdvT0extWoYtA5ouvkx0zFmztMutz%252F%252FXjG1d%252Bzh4BVzgHe4ubynSrk39m%252BNCch5Uog3MJscIq4lfvQSQe0UoT%252Big2cjXxxs62cmto%252FsxKKm2bFTW0sJL%252BFgcpJHos6fCRL10PbR%252FNc85XkBe2iXzPbWC%252Fs2H7gr9aoAzYfaNhNYea8maWMcoo%252BtJgnPamqcGj%252BSqUEfLDq9QYWpxwLEkdVZW932Fg%252BNfdqNGqnJYN020unWPSfwDXq4RH82jbP1RZtPxHU49Fii3DMbM9IvZQXhVCT%252FRpf8lz6T8Gor0d5W2LZkyNjy2lhZwkgTlimi6yWur9spHR79ntCU9%252FKwopahGAGghmUAjZYsGXHyMse5winT3aQWvo%252FmQoqf5KdLjNoySMKGqBG52s91kEiSTCnODD2X8QzT7AbL1you8b4FBdlbBdoNvd%252B3rJBAwm377YOxZjjbvgHjxGTabWKHon8%252B58cGRvtUt5IaEomnFbV1bfNDnER1B1JJn6EdyoouxTmntzcM7bAC2AR%252B8HFEwIxXm0PFjQOxrI34ljzQI1vZhvEDb2rMYpG0I8%252F0SOq1dwMaeVq9%252BF3XTdu4647eKE4kWEURxw7YhtHJTuTV0F60WNpSA5KsuAI6T4M7gJWAhPnquTB1dEPwCI4K0Rw9PIgpMNOgVuxEA6OazZgh3TAyqylshtjMxiBnxzqNa5P0sizNWlaSOB07StG1hphlLm1uCfAXTUxY03I%252F%252F2KvigxKstoZxteyIL9mp9eiW8SqnFlCtnw3JTkwNSlkJxdJ5JEx%252BSIaKYqHT7qRa3sTEIMKo6U0Z2LxSw4pDz3LFs9Wddy1foiob2RDCVkKPNdj%252Fki2T9stYUsGfwLycEmxLgGqoxhFhe7oSb8DP73ThZToa2ftFh5%252B%252BwlbAZDZ5OWp1OZpW98%252Bxtxxp%252FWnSMhNRaXIniGDF2YPxyMfbu6bFKc1%252B9N9V4fEn3yMh0Dr5C4vhYze8qaXrxiK7GAl%252FqeMBs06dv9hCWi3UgnOsSCUWppWrU62oAwHgFTgIb3BBqMbsXFYlmqeU2I3LDwlJz%252FJPLIB8xwFjz1B23i3kpEbdxve8K57mVt9tLCfsD7GXsS7SDR6Fn4yDVVRQWbwNAlfwLpE6Q%252FGyaAsR7BzoXagVY0a3TpOE7LrQsr5tqVFsT4gPwzRGRy9D2I%252Bmal%7Campid%3APL_CLK
N2-H,Kabutops 6/75 Neo Discovery Holo Foil Rare Pokemon TCG ,Kabutops,,19.99,4.40,24.39,34.87,13.94800000000000077426953737,30.05448809865213650702609693,-74.86377975336964902554503496,,2021-10-17 23:13:00,,,,https://www.ebay.com/itm/294472225800?hash=item448fe99408:g:Q3AAAOSw-gNhbPKV
N4-H,Dark Scizor 9/105 Neo Destiny - Holo Rare Pokemon Card,Dark Scizor,,49.99,,49.99,90.65,36.26000000000000201283434365,44.85383342526199669056811914,-37.86541643684500062051172075,,2021-10-17 21:45:00,,,,https://www.ebay.com/itm/304189524681?hash=item46d31bcac9:g:64sAAOSwMZBhbN9Z
B2-H,Venusaur cgc 6 base set 2 Holo 2000,Venusaur,Graded,85.00,,85.00,85.47,85.47,0.5499005499005499005499005500,0.5499005499005499005499005499,,2021-10-17 20:41:00,,,,https://www.ebay.com/itm/224651550662?hash=item344e469fc6:g:D0cAAOSwr8dgvG5d
N3-H,POKEMON 25th! CELEBI NEO REVELATION 3/64 NM Pokemon Unlimited Holo Card,Celebi,NM,50.00,5.25,55.25,71.33,57.06400000000000316768833386,22.54310949109771484648815365,3.178886863872148932761645743,,2021-10-17 20:02:00,,,,https://www.ebay.com/itm/115051428262?hash=item1ac99979a6:g:rsUAAOSwgvRhbMcI
N2-H,Poliwrath 9/75 (Neo Discovery) *NM/M ✨* -Holo Rare- Pokemon TCG ,Poliwrath,NM,19.99,,19.99,20.16,16.12800000000000089528384706,0.8432539682539682539682539700,-23.94593253968253280215827681,,2021-10-17 19:04:00,,,,https://www.ebay.com/itm/255183898567?hash=item3b6a2547c7:g:dgsAAOSwI81hbLhA
N1-H,Azumarill Holo Rare- Unlimited Neo Genesis NM,Azumarill,NM,6.00,,6.00,13.49,10.79200000000000059907634409,55.52260934025203854707190511,44.40326167531505127007883051,,2021-10-17 18:20:00,,,,https://www.ebay.com/itm/174982408131?hash=item28bdc3a7c3:g:zSYAAOSw-zZhbK9E
B2-H,NM-MT 1999 Pokemon WOTC Base Set 2 Blastoise Holo 2/130,Blastoise,NM,75.00,,75.00,99.96,79.96800000000000443911574166,24.96998799519807923169267707,6.212484993997604245868775439,,2021-10-17 16:33:00,,,,https://www.ebay.com/itm/165134197144?hash=item2672c3e198:g:QAAAAOSwHbthO5yl
FS-R,Pokemon DITTO 18/62 RARE LP CARD  FOSSIL SET,Ditto,LP,3.99,,3.99,4.41,3.086999999999999804156658456,9.523809523809523809523809520,-29.25170068027211704343536167,,2021-10-17 16:15:00,,,,https://www.ebay.com/itm/234241591879?hash=item3689e30a47:g:awkAAOSwN59hbJJP
N3-H,Porygon2 Holo Rare - 12/64 Unlimited Neo Revelation LP,Porygon2,LP,17.49,,17.49,26.07,18.24899999999999884225942992,32.91139240506329113924050633,4.159132007233266975787103572,,2021-10-17 16:08:00,,,,https://www.ebay.com/itm/144251412636?hash=item21960de09c:g:WbgAAOSwRMdhbJBI
GH-H,✨ The Rocket's Trap 19/132 - Gym Heroes - WOTC Holo Rare Pokemon Card 💎 MP+,The Rocket's Trap,MP,8.99,,8.99,14.65,8.789999999999999674704653785,38.63481228668941979522184300,-2.275312855517637459577167757,,2021-10-17 13:39:00,,,,https://www.ebay.com/itm/294471012831?hash=item448fd711df:g:tZ4AAOSw~09hbG2s
GH-H,✨ The Rocket's Trap 19/132 - Gym Heroes - WOTC Holo Rare Pokemon Card 💎 NM/LP+,The Rocket's Trap,LP,13.99,,13.99,14.65,10.25499999999999934940930757,4.505119453924914675767918090,-36.42125792296441626078992241,,2021-10-17 13:37:00,,,,https://www.ebay.com/itm/294471011278?hash=item448fd70bce:g:a~8AAOSw1~VhbG1H
GH-H,Pokémon TCG Erika's Dragonair Gym Heroes 4/132 Holo Unlimited Holo Rare,Erika's Dragonair,,28.99,,28.99,44.3,17.72000000000000098365759982,34.55981941309255079006772009,-63.60045146726861394318129685,,2021-10-17 12:22:00,,,,https://www.ebay.com/itm/124958657452?epid=17043371842&hash=item1d181dcbac:g:GFEAAOSwFd1hbFud
GH-H,Lt. Surge's Fearow- 7/132 - Holo NM Gym Heroes Pokemon,Lt. Surge's Fearow,NM,26.99,2.99,29.98,31.22,24.97600000000000138644651315,3.971812940422805893657911600,-20.03523382447148596963359261,,2021-10-17 11:54:00,,,,https://www.ebay.com/itm/334185070813?hash=item4dcefb80dd:g:WF0AAOSwvgBhbFVL
GH-R,Pokémon TCG Misty's Goldeen Gym Heroes 30/132 Regular Unlimited Rare,Misty's Goldeen,,3.99,,3.99,5.27,2.108000000000000117017506795,24.28842504743833017077798861,-89.27893738140416406596331064,,2021-10-17 11:46:00,,,,https://www.ebay.com/itm/265365160703?epid=26043384106&hash=item3dc8ff02ff:g:PgAAAOSwzNRhbFM~
B2-H,1999-2000 Pokemon BLASTOISE Holo BASE SET 2 Card 2/130 RARE ,Blastoise,,59.99,3.99,63.98,99.96,39.98400000000000221955787083,35.99439775910364145658263305,-60.01400560224088747598175326,,2021-10-17 07:31:00,,,,https://www.ebay.com/itm/194445280337?hash=item2d45d78451:g:WTgAAOSwD5FhbBeq
B2-H,Venusaur 18/130 Holo Rare Base Set 2 Wizards of the Coast Pokemon Card ,Venusaur,,49.99,3.99,53.98,85.47,34.18800000000000189781523829,36.84333684333684333684333684,-57.89165789165788289314395853,,2021-10-17 07:29:00,,,,https://www.ebay.com/itm/194445265751?hash=item2d45d74b57:g:PM0AAOSwI81hbBcQ
GH-H,✨ Erika's Clefable 3/132 - Gym Heroes - WotC Holo Rare Pokemon Card 💎 NM/LP+,Erika's Clefable,LP,18.99,,18.99,22.81,15.96699999999999898703251233,16.74704077159140727750986409,-18.93279889772656857738200670,,2021-10-17 04:30:00,,,,https://www.ebay.com/itm/294469823226?hash=item448fc4eafa:g:-I8AAOSweyRha-zJ
B2-R,Dragonair (22/130) [Base Set 2] Rare Pokemon TCG,Dragonair,,6.29,,6.29,6.3,2.520000000000000139888101103,0.1587301587301587301587301600,-149.6031746031745893188436014,,2021-10-17 04:18:00,,,,https://www.ebay.com/itm/265364633754?hash=item3dc8f6f89a:g:7IgAAOSwRt5ha8Dr
TR-H,Dark Gyarados 8/62 Holo Rare Team Rocket Pokemon TCG VG/NM With Hard Case,Dark Gyarados,NM,10.90,4.45,15.35,23.66,18.92800000000000105071507051,35.12256973795435333896872358,18.90321217244294617548695797,,2021-10-17 03:08:00,,,,https://www.ebay.com/itm/185111360646?hash=item2b197f3486:g:7IEAAOSwZ45ha9mR
GC-H,Pokémon TCG Erika's Venusaur Gym Challenge 4 Holo Unlimited Holo Rare,Erika's Venusaur,,49.99,4.75,54.74,100.4,40.16000000000000222932783345,45.47808764940239043824701195,-36.30478087649401633794716533,,2021-10-17 03:07:00,,,,https://www.ebay.com/itm/384451183247?epid=16043369567&hash=item598313828f:g:HBgAAOSwoRZha9mM
GH-H,Lt. Surge’s Fearow Pokemon Card 7/132 Gym Heroes Holo,Lt. Surge's Fearow,,16.18,3.03,19.21,31.22,12.48800000000000069322325658,38.46893017296604740550928892,-53.82767456758487294707547118,,2021-10-17 02:47:00,,,,https://www.ebay.com/itm/255182670333?hash=item3b6a1289fd:g:J9UAAOSwTcpha9S9
