search,title,card_name,condition,price,shipping,total_price,mkt_price,cond_price,value_score,cond_value,bid_count,time_listed,time_left,buy_it_now,best_offer,url
N4-H,Pokemon TCG Card English Neo Destiny Dark Scizor 9/105 Holo Rare,Dark Scizor,,55.00,,55.00,90.65,36.26000000000000201283434365,39.32708218422504136789851076,-51.68229453943738816019493181,,2021-08-28 11:45:00,,,,https://www.ebay.com/itm/133861876128?hash=item1f2aca21a0:g:TAYAAOSwmTRhKmgy
N4-H,Light Arcanine 012 HP Neo Destiny WOTC Pokemon Card Tracked Shipping,Light Arcanine,HP,95.18,2.99,98.17,160.94,80.470,39.00211258854231390580340500,-21.99577482291537218839319001,,2021-08-28 09:07:00,,,,https://www.ebay.com/itm/334129217926?hash=item4dcba74186:g:UMAAAOSw~Z9hKkMc
N4-H,Dark Crobat 002 LP Neo Destiny WOTC Pokemon Card Tracked Shipping,Dark Crobat,LP,35.18,2.99,38.17,44.75,31.32499999999999801270078592,14.70391061452513966480446927,-21.85155626496409392355952114,,2021-08-28 09:07:00,,,,https://www.ebay.com/itm/304124187106?hash=item46cf36d1e2:g:nmUAAOSwq~ZhKkMf
N4-H,Dark Porygon2 008 MP Neo Destiny WOTC Pokemon Card Tracked Shipping,Dark Porygon2,MP,35.18,2.99,38.17,45,26.99999999999999900079927784,15.17777777777777777777777778,-41.37037037037037560212504319,,2021-08-28 09:06:00,,,,https://www.ebay.com/itm/373701197248?hash=item570253bdc0:g:4lsAAOSwqvNhKkLo
N1-H,Feraligatr 5/111 Holo Rare Neo Genesis ,Feraligatr,,49.99,4.60,54.59,70.57,28.22800000000000156696877696,22.64418308062916253365452742,-93.38954229842708293058755235,,2021-08-27 11:56:00,,,,https://www.ebay.com/itm/313653118036?hash=item49072ec454:g:yT0AAOSwDHNhKRfL
N1-H,Azumarill - 2/111 Neo Genesis Pokemon card - Holo Rare Vintage,Azumarill,,8.00,4.30,12.30,13.49,5.396000000000000299538172044,8.821349147516679021497405490,-127.9466271312082897926767949,,2021-08-27 08:34:00,,,,https://www.ebay.com/itm/133860976436?hash=item1f2abc6734:g:M5gAAOSw415hKOl6
N4-S,Pokemon folder file Neo Destiny discovery Revelation no shining charizard,Shining Charizard,,45.41,26.78,72.19,1408.08,563.2320000000000312656567303,94.87316061587409806261007897,87.18290153968524586801708841,,2021-08-27 06:13:00,,,,https://www.ebay.com/itm/255110787659?hash=item3b65c9b24b:g:DRYAAOSw8YZhKMhC
N4-H,Pokemon - Dark Espeon - 4/105 - Unique  - Neo Destiny Holo Foil Rare,Dark Espeon,,87.42,,87.42,182.56,73.02400000000000405364630751,52.11437335670464504820333041,-19.71406660823838073402601797,,2021-08-26 16:54:00,,,,https://www.ebay.com/itm/373699237560?hash=item570235d6b8:g:oeQAAOSwVJBhKA2l
N1-L,"Set of 1 Pokemon - GERMAN Lugia (Holofoil, MP) - Neo Genesis",Lugia,MP,70.00,3.99,73.99,360.22,216.1319999999999920015092414,79.45977458219976680917217256,65.76629097033294341505188817,,2021-08-25 23:59:00,,,,https://www.ebay.com/itm/154584529715?hash=item23fdf4bb33:g:tH0AAOSwUmlhTK1I
B2-R,Pokemon Mr. Mime Base Set 2 Non-foil Rare 27/130,Mr. Mime,,2.00,,2.00,3.16,1.264000000000000070166095156,36.70886075949367088607594937,-58.22784810126581400140012168,,2021-08-25 17:27:00,,,,https://www.ebay.com/itm/144171484086?hash=item21914a43b6:g:EIAAAOSwMTthJsKv
N1-H,Pokemon TCG - Feraligatr 5/111 - Holo Rare Neo Genesis - LP,Feraligatr,LP,44.00,,44.00,70.57,49.39899999999999686606244609,37.65055972792971517642057532,10.92937103989958745841435963,,2021-08-24 14:04:00,,,,https://www.ebay.com/itm/403101234064?hash=item5ddab4b390:g:dPcAAOSw80phVJx0
N3-R,Pokemon TCG Ho-oh 18/64 NON HOLO Neo Revelation Heavily Played,Ho-oh,HP,7.95,,7.95,12.52,6.260,36.50159744408945686900958466,-26.99680511182108626198083067,,2021-08-24 08:32:00,,,,https://www.ebay.com/itm/373695773755?hash=item570200fc3b:g:9vsAAOSwUGlhJPSs
N4-S,Shining Kabutops Holo Neo Destiny Secret Rare 108/105 Damaged!!,Shining Kabutops,DMG,89.95,,89.95,164.24,65.69600000000000364686059129,45.23258645884072089624939113,-36.91853385289819015887108309,,2021-08-24 01:10:00,,,,https://www.ebay.com/itm/124867708967?hash=item1d12b20827:g:12sAAOSwLnRhJIxf
GH-R,Pokémon TCG Lt. Surge's Raichu Gym Heroes 28/132 Regular Unlimited Rare,Lt. Surge's Raichu,,10.00,4.50,14.50,15,6.000000000000000333066907388,3.333333333333333333333333330,-141.6666666666666532514717858,,2021-08-23 16:52:00,,,,https://www.ebay.com/itm/304118117086?epid=20043376631&hash=item46ceda32de:g:6LIAAOSwUSFhJBc3
N4-H,Pokemon Card Dark Espeon Holo 4/105 Neo Destiny TCG Rare Card Unlimited WoTC,Dark Espeon,,99.99,,99.99,182.56,73.02400000000000405364630751,45.22896581945661700262927257,-36.92758545135844989241891486,,2021-08-23 16:50:00,,,,https://www.ebay.com/itm/265281928641?hash=item3dc408fdc1:g:xzcAAOSwruBhJBgn
N4-H,Dark Donphan Neo Destiny 3/105 Pokemon TCG,Dark Donphan,,19.99,,19.99,41.99,16.79600000000000093236529608,52.39342700643010240533460348,-19.01643248392473737992430869,,2021-08-22 20:35:00,,,,https://www.ebay.com/itm/324762693060?hash=item4b9d5d6dc4:g:t1oAAOSwWyBhIvtB
N4-H,Dark Gengar Neo Destiny 6/105 Pokemon TCG,Dark Gengar,,74.99,,74.99,161.75,64.70000000000000359157148466,53.63833075734157650695517774,-15.90417310664605229863797399,,2021-08-22 20:00:00,,,,https://www.ebay.com/itm/324762666291?hash=item4b9d5d0533:g:GFcAAOSwZChhIvKy
N1-H,Feraligatr 5/111 Rare Holo Lot (Totodile & Croconaw) Neo Genesis Set Pokemon,Feraligatr,,49.99,1.61,51.60,70.57,28.22800000000000156696877696,26.88111095366302961598412923,-82.79722261584241581275540761,,2021-08-22 14:59:00,,,,https://www.ebay.com/itm/133856630063?hash=item1f2a7a152f:g:TEsAAOSw~OphIqrC
N4-H,Dark Scizor 9/105  HOLO Neo Destiny Pokemon Card Near Mint,Dark Scizor,NM,69.00,4.40,73.40,90.65,72.52000000000000402566868729,19.02923331494760066188637617,-1.213458356315493554166436330,,2021-08-21 10:31:00,,,,https://www.ebay.com/itm/373692820656?hash=item5701d3ecb0:g:bBEAAOSwxmxhIRvy
N1-L,Pokemon Lugia 3D Acrylic Lamp 16 Color Changing & Remote Neo Genesis 1st EX LVX,Lugia,,26.99,,26.99,360.22,144.0880000000000079984907586,92.50735661540169896174559991,81.26839153850424844417714989,,2021-08-21 01:16:00,,,,https://www.ebay.com/itm/353635443122?hash=item525650a1b2:g:-t0AAOSw9rphIJpJ
N1-H,Pokémon TCG Azumarill Neo Genesis 2 Holo Unlimited Holo Rare,Azumarill,,4.99,2.99,7.98,13.49,5.396000000000000299538172044,40.84507042253521126760563380,-47.88732394366196362159031087,,2021-08-20 23:38:00,,,,https://www.ebay.com/itm/384344396730?epid=20043376643&hash=item597cb613ba:g:fP8AAOSwsRBhIIK9
GH-R,Pokemon Card - Gym Heroes 21/132 - BROCK'S ONIX Rare,Brock's Onix,,5.95,,5.95,7.01,2.804000000000000155653268052,15.12125534950071326676176890,-112.1968616262482050538035012,,2021-08-19 22:31:00,,,,https://www.ebay.com/itm/154576504796?hash=item23fd7a47dc:g:yu0AAOSwqxZgykj6
B2-C,Pokémon TAUROS 62/130 Base Set 2 - Played Condition + Bonus,Tauros,,1.99,,1.99,2.99,1.196000000000000066391336873,33.44481605351170568561872910,-66.38795986622072654956597401,,2021-08-19 11:50:00,,,,https://www.ebay.com/itm/294345263030?hash=item44885847b6:g:X3AAAOSwOh1hHotr
GH-R,Gym Heroes Brock's Onix! 21/132 Pokémon 2000 Rare Pokémon Card! WotC,Brock's Onix,,6.29,,6.29,7.01,2.804000000000000155653268052,10.27104136947218259629101284,-124.3223965763195310568779870,,2021-08-19 09:14:00,,,,https://www.ebay.com/itm/294345077293?hash=item448855722d:g:DkIAAOSwuqZhETEC
N4-H,Dark Crobat Neo Destiny Neo 4 169 Holo Jap Pokemon no Charizard,Dark Crobat,,34.92,4.66,39.58,44.75,17.90000000000000099364960704,11.55307262569832402234636872,-121.1173184357541776696571747,,2021-08-19 04:04:00,,,,https://www.ebay.com/itm/324758643901?hash=item4b9d1fa4bd:g:CHUAAOSwHlFhHh6R
B2-R,Dragonair 22/130 Rare Pokemon TCG Card Base Set 2 LP-MP,Dragonair,MP,3.98,,3.98,6.3,3.779999999999999860111898897,36.82539682539682539682539683,-5.291005291005294901840950631,,2021-08-18 16:56:00,,,,https://www.ebay.com/itm/363510875477?hash=item54a2efc555:g:LwwAAOSwGWphHXdK
N4-H,Dark Gengar Neo Destiny No. 094 Holo Jap Pokemon Card,Dark Gengar,,98.98,11.64,110.62,161.75,64.70000000000000359157148466,31.61051004636785162287480680,-70.97372488408036145186468439,,2021-08-18 04:55:00,,,,https://www.ebay.com/itm/313642522664?hash=item49068d1828:g:FwkAAOSwmXVhHNii
B2-R,DRAGONAIR 22/130 Base Set 2 Non-Holo Rare WOTC Pokémon Card,Dragonair,,5.49,,5.49,6.3,2.520000000000000139888101103,12.85714285714285714285714286,-117.8571428571428450493563389,,2021-08-17 06:26:00,,,,https://www.ebay.com/itm/265272032999?hash=item3dc371fee7:g:iEsAAOSwyShhG5y7
N1-H,Meganium 11/111 - Neo Genesis Pokemon Card (Light Played),Meganium,LP,39.99,,39.99,44.88,31.41599999999999800692762619,10.89572192513368983957219251,-27.29182582123759401902920347,,2021-08-16 23:57:00,,,,https://www.ebay.com/itm/124857080366?hash=item1d120fda2e:g:WIEAAOSws7dhG0G3
N4-R,1st Edition Light Dragonair - Non-Holo Rare Neo Destiny 22/105,Light Dragonair,,16.99,,16.99,18.16,7.264000000000000403233002544,6.442731277533039647577092510,-133.8931718061673878973780366,,2021-08-16 18:46:00,,,,https://www.ebay.com/itm/255095973024?hash=item3b64e7a4a0:g:7m0AAOSwmkdhGvdf
N4-H,POKEMON NEO DESTINY DARK PORYGON2 8/105 HOLO RARE - MP/HP,Dark Porygon2,HP,19.95,3.31,23.26,45,22.5,48.31111111111111111111111111,-3.377777777777777777777777778,,2021-08-16 16:28:00,,,,https://www.ebay.com/itm/224574967061?hash=item3449b60d15:g:j2QAAOSwlK5hGtd7
N3-R,VINTAGE Ho-oh 18/64 RARE Neo Revelation Pokemon TCG LP,Ho-oh,LP,9.95,,9.95,12.52,8.763999999999999444000309268,20.52715654952076677316293930,-13.53263350068462609814115865,,2021-08-16 07:19:00,,,,https://www.ebay.com/itm/174894135042?hash=item28b880b702:g:gW4AAOSwoXVhGlao
N4-R,Light Dragonair 22/105 Pokemon TCG Neo Destiny Unlimited Rare Moderate Play,Light Dragonair,MP,12.00,,12.00,18.16,10.89599999999999959676699746,33.92070484581497797356828194,-10.13215859030837411976147068,,2021-08-12 08:42:00,,,,https://www.ebay.com/itm/393501808007?hash=item5b9e891587:g:FksAAOSwEqphE-nC
N1-L,BRAND NEW - BRUSHED STYLED CIGARETTE PETROL LIGHTER - NEO GENESIS LUGIA,Lugia,,13.65,6.89,20.54,360.22,144.0880000000000079984907586,94.29792904336238965076897452,85.74482260840597491824374430,,2021-08-11 12:12:00,,,,https://www.ebay.com/itm/133845719510?hash=item1f29d399d6:g:bnUAAOSw0iJhFAS6
N1-L,LUGIA #249 Neo Genesis Shiny Holo Vintage Rare Pokemon Card 1st old ,Lugia,,56.50,5.90,62.40,360.22,144.0880000000000079984907586,82.67725278996169007828549220,56.69313197490422759972783079,,2021-08-10 04:41:00,,,,https://www.ebay.com/itm/234131133682?hash=item36834d94f2:g:nyoAAOSwZJdgcILK
N1-L,Pokemon Card-Lugia-Neo Genesis-No. 249-jap-Holo,Lugia,,48.91,17.47,66.38,360.22,144.0880000000000079984907586,81.57237243906501582366331686,53.93093109766254211650534307,,2021-08-09 11:30:00,,,,https://www.ebay.com/itm/403058020951?hash=item5dd8215257:g:hjsAAOSwak9hEVfi
B2-C,Magmar (51/130) Base 2 Pokemon card,Magmar,,1.50,,1.50,1.52,0.6080000000000000337507799486,1.315789473684210526315789470,-146.7105263157894599890251897,,2021-08-07 12:59:00,,,,https://www.ebay.com/itm/144144322767?hash=item218fabd0cf:g:XsMAAOSwIRlhDsnZ
B2-R,Mr. Mime [Base Set 2],Mr. Mime,,2.10,,2.10,3.16,1.264000000000000070166095156,33.54430379746835443037974684,-66.13924050632910470147012776,,2021-08-04 22:42:00,,,,https://www.ebay.com/itm/203549060976?hash=item2f64782f70:g:aHwAAOSw0axhC12-
N4-H,DARK CROBAT Holo Rare Pokemon Card Neo Destiny 2/105 WOTC - Moderately Played,Dark Crobat,,29.99,3.50,33.49,44.75,17.90000000000000099364960704,25.16201117318435754189944134,-87.09497206703909575939410762,,2021-08-02 03:05:00,,,,https://www.ebay.com/itm/353602587149?hash=item52545b4a0d:g:8nYAAOSwTxNg3fFY
N4-S,Pokemon cards Neo Destiny holo/shining Charizard Arcanine Dragonite Gengar etc.,Shining Charizard,,27.60,,27.60,1408.08,563.2320000000000312656567303,98.03988409749446054201465826,95.09971024373615162705737138,,2021-08-01 13:33:00,,,,https://www.ebay.com/itm/334097680134?var=&hash=item4dc9c60706&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAADoL19Z6eOoqEp8QfIBwZRINpEX56rhzEaHG%252BACZivQn8JBpZYnSf4ZgpvQP0t9sfz6LBwMMp3iiofb6v0qhfMkKEhQfj16R6FkMS2H64IX1FpiEdBeW3OzdLHLO1LkVShVSVO8rFltLq4eacz2jNKBlnvm%252BFLDHTpKmmlNsTVj2ymeFVUPGp5opUzmYeUKhJG6qWCs5W%252FUq4%252FDghztEukRiPCgHum%252F7qLbIRVHHASqua%252FGRke4r6KbRtKvPai%252BGjfCDrldqFjcitMtVF%252B5vmRPcL07MTK8utiQ8Thy%252Fnls6VCt9ZgLg5SB%252FjmBrnmiKNbRi5IyRGf%252FO5KxLs%252FTUw4H24sI3WLKYHlp93AMlpt3tCltOEm%252BMmHVzwtOzdAlzn9OT3sNSXEqGQFcwmy%252BFOD8jPdHmdNAVNpljkvVqBt0RUqjn69XLuxMcULDVBWppA7sQpO%252Fa5hTgbi%252FiwBNQDWABNRIxjXiDbj3iXgc%252BDPO7DrnIPUmrPewTK0J%252BlFj%252FKoa%252FmZAZLf48zunvrK7YK6uOxYtpQ%252Fc3ca7Uvb3A58HbLp5As6t2KwAP6W1vok3M%252BSfiUH44XYGtYq7UVq4%252BLqRwHufnt7wn1%252F7qyQHIBbsGxReucIRGTFvZMg4G9cQpXA1ac9vVB1Mpf7H5HvDOmMYMp5ExcVKh2zr8P2O2JkhARnFQ3Zy8WL0jveAQ466vDN6XXg1WyGuVuF9yAQRvcmL1rJ8jR6%252Fk8DLmgSfLNzA0Cndnak6Q0q6d9Ndgsn3bYpqVANFyPi4G%252Bd6HI8WJW7DDuWD0WZfeC7zljICazkGryffxgskMpEVkaMrMMKFQJcHk%252BBnwTHjXgWJboS54LQcDZG%252Fg8aiJh5kHtPry6bv0BPgY%252BAkrNc137NpSvuDiHz9X%252FppRO6apjeNgaJs90y6GIgoEGDpap87%252BMtjhQAsIBztPNcmocQ1X%252BCI3YU9uxGnnQMx%252Fdq6fWjGxMqwIFV8OUfMtn6CSV6DrEMkUb0HXYfl7y8whRgk7t%252F4c12oy16%252B1HVPc%252BM%252F%252FiFfUyQzelHrzBYHSPLwUSlXky01yLhBl5HYv00764T1cAEJ43KrIJ5DxskdrmHyVc%252FAUiv42JeTF9P0xoYz8lHvfwksmsd8yw7JbXSxIjaPAgmFfqmNB%252FTj8CL8ZS4cdQqoVg%252BoH%252Bya4MBZmrvOAgCut670j%252FhNmVdGCM3%252Bn%252BDt6JNCa2MLBlQLW2MnOyf7Z4yScnUe46d%252Fgk%253D%7Campid%3APL_CLK
GC-R,Brock's Dugtrio 22/132 NM Rare Gym Challenge Unlimited Edition Pokemon Card 2000,Brock's Dugtrio,NM,3.99,,3.99,4.55,3.640000000000000202060590482,12.30769230769230769230769231,-9.615384615384609299739191952,,2021-07-26 21:31:00,,,,https://www.ebay.com/itm/274881511186?hash=item400036ff12:g:pfQAAOSw4ENg~2-h
N4-H,Dark Porygon2 8/105 -SWIRL- Neo Destiny Holo Rare MP+,Dark Porygon2,MP,29.99,,29.99,45,26.99999999999999900079927784,33.35555555555555555555555556,-11.07407407407407818464055660,,2021-07-22 22:19:00,,,,https://www.ebay.com/itm/373657913756?hash=item56ffbf499c:g:HMEAAOSwuxNgwCH8
GH-T,Gym Series Gym Heroes Holo Erika 16/132 HOLO RARE Trainer Pokemon TCG WOTC ,Erika,,29.99,,29.99,30.24,12.09600000000000067146288529,0.8267195767195767195767195800,-147.9332010582010444380007819,,2021-07-22 10:21:00,,,,https://www.ebay.com/itm/164973528411?hash=item266930455b:g:G0oAAOSwpOhg-Ywc
N4-H,HOLO Rare Dark Porygon2 8/105 - Neo Destiny,Dark Porygon2,,44.99,,44.99,45,18.00000000000000099920072216,0.0222222222222222222222222200,-149.9444444444444305697405895,,2021-07-20 21:50:00,,,,https://www.ebay.com/itm/124818913494?hash=item1d0fc978d6:g:WkYAAOSwVeNg94s1
N4-H,POKÉMON Dark Ampharos (1/105) [Neo Destiny],Dark Ampharos,,54.47,2.02,56.49,68.86,27.54400000000000152899914951,17.96398489689224513505663665,-105.0900377577693757775743064,,2021-07-18 18:00:00,,,,https://www.ebay.com/itm/324719440333?hash=item4b9ac971cd:g:ohIAAOSwjIdg9LKY
N1-L,Lugia Spanish Neo Genesis 9/111 Heavy Played,Lugia,HP,52.00,,52.00,360.22,180.110,85.56437732496807506523791017,71.12875464993615013047582033,,2021-07-16 18:42:00,,,,https://www.ebay.com/itm/124814199404?hash=item1d0f818a6c:g:SCUAAOSwp8lg8hi-
N4-R,Pokémon Neo Destiny Light Dragonair 22/105 Rare in Played Condition!,Light Dragonair,,14.99,,14.99,18.16,7.264000000000000403233002544,17.45594713656387665198237885,-106.3601321585902969147555485,,2021-07-16 15:45:00,,,,https://www.ebay.com/itm/203527529118?hash=item2f632fa29e:g:AYsAAOSw7PZg8fBj
N4-H,2002 Pokemon Neo Destiny Unlimited Dark Porygon2 (Holo) #8 READ 0cp0,Dark Porygon2,,30.04,4.99,35.03,45,18.00000000000000099920072216,22.15555555555555555555555556,-94.61111111111110030802429097,,2021-07-15 21:47:00,,,,https://www.ebay.com/itm/234091214316?hash=item3680ec75ec:g:gjoAAOSw8gZg8PNM
N3-R,Pokémon Neo Revelation Ho-oh 18/64 Rare in Lightly Played Condition!,Ho-oh,LP,9.99,,9.99,12.52,8.763999999999999444000309268,20.20766773162939297124600639,-13.98904609767230298697790702,,2021-07-15 17:49:00,,,,https://www.ebay.com/itm/194242886271?hash=item2d39c73a7f:g:zhAAAOSwyIxg8LwF
N1-R,Focus Band 86/111 - Rare Non-Holo - Neo Genesis Unlimited - Pokemon TCG - EXC,Focus Band,,8.18,,8.18,10.54,4.216000000000000234035013591,22.39089184060721062618595825,-94.02277039848196266410775447,,2021-07-12 01:01:00,,,,https://www.ebay.com/itm/353571167377?hash=item52527bdc91:g:PgQAAOSwxipg68pV
N1-L,Pokemon Cleffa 20/111 NM Rare Neo Genesis 2000 WOTC Lugia Charizard PSA BGS CGC,Lugia,Graded,16.00,,16.00,360.22,360.22,95.55826994614402309699628005,95.55826994614402309699628005,,2021-07-09 00:30:00,,,,https://www.ebay.com/itm/384266139946?hash=item59780bf92a:g:L9YAAOSwmqVg595p
B2-C,Pokémon TCG Tauros Base Set 2 62/130 Regular Uncommon NM NP,Tauros,NM,2.99,,2.99,2.99,2.392000000000000132782673745,0,-24.99999999999999306110609610,,2021-07-08 15:29:00,,,,https://www.ebay.com/itm/353566750965?epid=12043365117&hash=item52523878f5:g:SaQAAOSw2atg51-J
N4-H,POKÉMON Dark Scizor (9/105) [Neo Destiny],Dark Scizor,,67.73,2.02,69.75,90.65,36.26000000000000201283434365,23.05570876999448428019856591,-92.36072807501377862133811807,,2021-07-06 19:06:00,,,,https://www.ebay.com/itm/224524289990?hash=item3446b0c7c6:g:MjcAAOSw3ANg5PAe
N1-L,Pokemon Card Neo Genesis No. 9/111 Lugia Holo German 1,Lugia,,41.64,5.92,47.56,360.22,144.0880000000000079984907586,86.79695741491310865582144245,66.99239353728277347184384026,,2021-07-04 12:35:00,,,,https://www.ebay.com/itm/234076631337?hash=item36800df129:g:kvQAAOSwZ0Vgv75f
N1-L,Lugia Holo | Neo Genesis | Moderately Played with | Japanese | Pokemon Card,Lugia,,63.99,5.18,69.17,360.22,144.0880000000000079984907586,80.79784576092387985120204320,51.99461440230970229283932781,,2021-06-25 06:06:00,,,,https://www.ebay.com/itm/274845536369?hash=item3ffe121071:g:B7QAAOSwSqZgxRU0
N1-R,Focus Band 86/111 Pokémon TCG Neo Genesis Non Holo Rare WotC NM/LP,Focus Band,LP,10.00,,10.00,10.54,7.377999999999999531929972818,5.123339658444022770398481970,-35.53808620222283321243096949,,2021-06-24 13:02:00,,,,https://www.ebay.com/itm/393408751788?hash=item5b98fd28ac:g:4Y8AAOSwGbtg1MiG
GC-T,Blaine 17/132 Pokémon TCG Gym Challenge Holo Rare WotC Light Play,Blaine,LP,20.00,,20.00,31.95,22.36499999999999858113497453,37.40219092331768388106416275,10.57455846188239987110970777,,2021-06-21 18:31:00,,,,https://www.ebay.com/itm/393404760519?hash=item5b98c041c7:g:recAAOSw7flg0SEn
N1-L,Pokemon Card LUGIA #249 NEO GENESIS VINTAGE  HOLO RARE WOTC OLD BACK LP,Lugia,LP,41.00,11.00,52.00,360.22,252.1539999999999840030184828,85.56437732496807506523791017,79.37768189281153449917573545,,2021-06-15 03:22:00,,,,https://www.ebay.com/itm/363435012515?hash=item549e6a31a3:g:qzIAAOSwMalgyGEb
N1-L,Pokemon Card Neo Genesis No. 9/111 Lugia Holo German 1,Lugia,,46.57,5.82,52.39,360.22,144.0880000000000079984907586,85.45611015490533562822719449,63.64027538726334108893815793,,2021-06-08 14:04:00,,,,https://www.ebay.com/itm/334033170760?hash=item4dc5edb148:g:kvQAAOSwZ0Vgv75f
GC-T,Pokémon Trainer-Sabrina - #20 - Holo - Gym Challenge,Sabrina,,24.99,4.50,29.49,31.32,12.52800000000000069544370263,5.842911877394636015325670500,-135.3927203065133968947649280,,2021-06-06 13:03:00,,,,https://www.ebay.com/itm/234042609153?hash=item367e06ce01:g:tjYAAOSwKaxgvQ3z
GC-T,Pokemon Blaine (17) Gym Challenge Holo Rare,Blaine,,22.95,0.97,23.92,31.95,12.78000000000000070943251274,25.13302034428794992175273865,-87.16744913928011480573757856,,2021-06-05 20:23:00,,,,https://www.ebay.com/itm/255007004141?hash=item3b5f9a15ed:g:xxUAAOSwMz9gztIx
N4-S,Shining Noctowl 110/105 Holo Rare Pokemon Neo Destiny MP,Shining Noctowl,MP,100.00,4.60,104.60,216.87,130.1219999999999951845186530,51.76834048047217226910130493,19.61390080078695080695223520,,2021-05-14 14:48:00,,,,https://www.ebay.com/itm/294176238877?hash=item447e452d1d:g:CPwAAOSwG8dgntPM
N1-L,Lugia Neo Genesis German Holo Foil 9/111 DMG (H066),Lugia,DMG,59.99,,59.99,360.22,144.0880000000000079984907586,83.34628837932374659930042752,58.36572094830936880941782963,,2021-05-12 21:49:00,,,,https://www.ebay.com/itm/174767213594?hash=item28b0f00c1a:g:~bkAAOSw~rFgBHtz
N1-L,LUGIA #249 Neo Genesis Shiny Holo Vintage Rare Pokemon Card 1st old ,Lugia,,54.50,5.90,60.40,360.22,144.0880000000000079984907586,83.23246904669368719116095719,58.08117261673422030486475929,,2021-05-07 11:29:00,,,,https://www.ebay.com/itm/233999607365?hash=item367b76a645:g:ZXMAAOSw2dtglWih
GH-T,Trainer Erika 16/132 Holo Rare Gym Heroes Light Play LP WOTC Pokemon Card,Erika,LP,30.00,,30.00,30.24,21.16799999999999865707422941,0.7936507936507936507936507900,-41.72335600907030377569666851,,2021-05-02 16:26:00,,,,https://www.ebay.com/itm/284280684752?hash=item42307300d0:g:pisAAOSwpGFgevdu
N3-R,Raichu 21/64 - Neo Revelation - Rare Non Holo - 2001 Vintage Pokémon Card - MP,Raichu,MP,5.50,,5.50,6.16,3.695999999999999863220523366,10.71428571428571428571428571,-48.80952380952381503086817771,,2021-04-24 09:25:00,,,,https://www.ebay.com/itm/284270337187?hash=item422fd51ca3:g:ot4AAOSwduRghCpG
GC-R,Koga's Arbok - Pokemon Gym Challenge Card 25/132 Rare Non Holo - NM/MT - New NP!,Koga's Arbok,NM,5.00,,5.00,5.11,4.088000000000000226929586233,2.152641878669275929549902150,-22.30919765166339829853825451,,2021-04-20 16:19:00,,,,https://www.ebay.com/itm/144014967896?hash=item2187f60458&_trkparms=ispr%3D1&amdata=enc%3AAQAGAAADoGFOxIIg9C6cWVLI%252F5vjDi5rMV3MH9oB%252B6ethFRD11Grgn8bCtR9SoHNsLV9MCL8yY7f3DUHpxHjnvywdOTVzgZ1njh9BjvdH7yqOn%252BcrJirBj5iqJhcffFFrnKQ851nFiBZAfqDAtL3x67ZlLPdNTp9INOzMPMr%252B9pxJ%252BJVYW6FyHQJ1rRP3Q0VqddX82WiDzE6gJ56H2NWh%252BB0Ct9OMN3%252BVEo%252F2yOw%252BRbfGMSUfvVrDuw2dLKxL32Xq2Hsa%252ByD3fJhx%252FJtoHdXqDk8yMaUt8EEx3O7TlcUCyYWaNu3KFQJc9XtPc6IxzyP24EWWgbsPqX2srYIQ8s9BVeSd9HL9wtS67cSh6XtuQbm2tW3i%252FlCLOPIYDVAsdtMKfecQZJWockk5%252BB6B4tJWtgMgxee7JmCsRY1AT47sTGBoZpiypkWihPOK5txdFvCXJSsmM7nNCnHJGIbXgN3XkB19Ag%252Fnb4bMuL5mauJCnQUvxMQDw20d4a5k8p0u5lOqhtmTaFnjRq94Oc0tUK%252BMLWKNYAf0MKBK2NRhrQo1Q4M5r8vN6oijjfd7vt6xRbG%252BPlSMYZPSsiyEby8Mx1790ihG2neYPJ0xrLKl53ctlkjJp5K8kQL7i13AMOZmE20a%252FVMqE9YWqyHE5Ljju1hFBXbk0VwDu1gpJfL1DAj6p5dBBMbbbjVTzfBB1B9qyJZHUj%252F11L84rWSFHbpkkUQtkC2T4UBr1QlBpOk0wQypfWXO1I%252FMZi6cKu4oC1k5qaXsGPs1f4OOR9E8wRFtpldc5HFYAcdwm6ba%252B6CQQoWoDcp17MGXqLQEH%252Byd0QMgltlQC9lHOGoRciUSeeUUKvbo2iYD4GKhiQPOPGyB1Q72jDi9pUYCkscvyc2hhMIr8S5L3d2Njir857aBcPbNWD01JONF%252Ffmgj4UnOwMKcLg2DBavZwqX%252FsVQ36lFy2r15M%252FloyCBTkcvLO9t4zfIfkiig4%252BFHMz%252BrdWKhoi1wFhnaCt%252B41oNMbcqc3h8Psw10ZZe2I3IsLYwbzxZXr6%252B%252FHNLabuGa%252Bdv%252FOnH5fQEJdmkMjxjPImPi9pJG2ZaI4LvErDyFe0N82kvjLDwh3NbhobtwWtawRFzlhN0dbeox7uAtreoTRy6iALsTgYsfoGqQnLnfB0Dlys%252FmWoJ9KZnZ3sn5KvyqRCzZSiK8NqOsbvHi46J8JVDPQaO2Eofoor8BKuVNxJNigARLibASeO%252B0VHBFSQ5kWAZKk%253D%7Campid%3APL_CLK
